organization,org_code,week,year,start_date,end_date,approve,disapprove,neither,unsure,mixed ,dk,n,lv,rv
Associated Press/IPSOS,4,245,2005,09/17/05,09/19/05,40,57,3,2,1,,1050,,
Associated Press/IPSOS,4,248,2005,10/04/05,10/06/05,39,58,3,3,0,,1050,,
Associated Press/IPSOS,4,252,2005,11/01/05,11/03/05,37,59,4,3,1,,1050,,
Associated Press/IPSOS,4,253,2005,11/08/05,11/10/05,37,61,2,1,1,,1100,,
Associated Press/IPSOS,4,257,2005,12/06/05,12/08/05,42,57,2,1,1,,1050,,
Associated Press/IPSOS,4,261,2006,01/04/06,01/06/06,40,59,1,1,0,,1001,,
Associated Press/IPSOS,4,266,2006,02/07/06,02/09/06,40,57,2,2,,,1000,,
Associated Press/IPSOS,4,270,2006,03/07/06,03/09/06,37,60,3,1,2,,1000,,
Associated Press/IPSOS,4,274,2006,04/04/06,04/06/06,36,62,2,2,,,1003,,
Associated Press/IPSOS,4,278,2006,05/02/06,05/04/06,33,65,2,2,,,1000,,
Associated Press/IPSOS,4,283,2006,06/05/06,06/07/06,35,63,,- ,2,,,0,0
Associated Press/IPSOS,4,283,2006,06/07/06,06/08/06,35,63,2,,2,,1003,,
Associated Press/IPSOS,4,288,2006,07/11/06,07/13/06,36,63,,,,,1050,,
Associated Press/IPSOS,4,292,2006,08/08/06,08/10/06,33,64,,,,,1101,,
Associated Press/IPSOS,4,297,2006,09/12/06,09/14/06,39,60,,,,,1501,,
Associated Press/IPSOS,4,300,2006,10/03/06,10/05/06,38,59,,,,,1750,,
Associated Press/IPSOS,4,302,2006,10/21/06,10/26/06,37,61,,,,,2000,,
Associated Press/IPSOS,4,306,2006,11/14/06,11/16/06,36,62,,,,,1000,,
Associated Press/IPSOS,4,309,2006,12/04/06,12/06/06,33,64,,- ,4,,,0,0
Associated Press/IPSOS,4,314,2007,01/08/07,01/10/07,32,65,,1,2,,,0,0
Associated Press/IPSOS,4,315,2007,01/16/07,01/18/07,36,61,,1,2,,,0,0
Associated Press/IPSOS,4,318,2007,02/05/07,02/07/07,32,65,,1,3,,,0,0
Associated Press/IPSOS,4,322,2007,03/05/07,03/07/07,35,65,,- ,1,,,0,0
Associated Press/IPSOS,4,326,2007,04/02/07,04/04/07,35,62,,- ,3,,,0,0
Associated Press/IPSOS,4,331,2007,05/07/07,05/09/07,35,61,,1,3,,,0,0
Associated Press/IPSOS,4,335,2007,06/04/07,06/06/07,32,66,,1,1,,,0,0
Associated Press/IPSOS,4,340,2007,07/09/07,07/11/07,33,65,,1,1,,,0,0
Associated Press/IPSOS,4,344,2007,08/06/07,08/08/07,35,62,,- ,2,,,0,0
Associated Press/IPSOS,4,349,2007,09/10/07,09/12/07,33,64,,- ,2,,,0,0
Associated Press/IPSOS,4,352,2007,10/01/07,10/03/07,31,66,,1,2,,,0,0
Associated Press/IPSOS,4,357,2007,11/05/07,11/07/07,32,65,,- ,3,,,0,0
Associated Press/IPSOS,4,361,2007,12/03/07,12/05/07,36,61,,1,1,,,0,0
Associated Press/IPSOS,4,366,2008,01/07/08,01/09/08,34,63,,1,2,,,0,0
Associated Press/IPSOS,4,370,2008,02/04/08,02/06/08,30,66,,1,3,,,0,0
Associated Press/IPSOS,4,374,2008,03/03/08,03/05/08,30,66,,1,3,,,0,0
Associated Press/IPSOS,4,379,2008,04/07/08,04/09/08,28,68,,1,3,,,0,0
Associated Press/IPSOS,4,388,2008,06/12/08,06/16/08,29,67,,1,2,,,0,0
Associated Press/IPSOS,4,392,2008,07/10/08,07/14/08,28,67,,2,3,,,0,0
Associated Press/IPSOS,4,395,2008,07/31/08,08/04/08,31,66,,1,2,,,0,0
NBC-Wall Street Journal,5,8,2001,03/02/01,03/05/01,57,22,21,21,,,1004,,
NBC-Wall Street Journal,5,16,2001,04/22/01,04/24/01,56,30,14,14,,,1004,,
NBC-Wall Street Journal,5,25,2001,06/24/01,06/26/01,50,35,15,15,,,1004,,
NBC-Wall Street Journal,5,37,2001,09/16/01,09/17/01,82,12,6,6,,,1004,,
NBC-Wall Street Journal,5,44,2001,11/10/01,11/12/01,88,7,5,5,,,1004,,
NBC-Wall Street Journal,5,49,2001,12/09/01,12/11/01,85,11,4,4,,,1004,,
NBC-Wall Street Journal,5,54,2002,01/19/02,01/22/02,82,13,5,5,,,1004,,
NBC-Wall Street Journal,5,64,2002,04/06/02,04/08/02,74,20,6,6,,,1004,,
NBC-Wall Street Journal,5,71,2002,05/18/02,05/18/02,75,18,,7,,,,0,0
NBC-Wall Street Journal,5,74,2002,06/09/02,06/11/02,69,23,8,8,,,1004,,
NBC-Wall Street Journal,5,79,2002,07/20/02,07/22/02,67,27,6,6,,,1004,,
NBC-Wall Street Journal,5,86,2002,09/04/02,09/06/02,64,30,6,6,,,1004,,
NBC-Wall Street Journal,5,92,2002,10/19/02,10/22/02,63,31,6,6,,,1004,,
NBC-Wall Street Journal,5,101,2002,12/08/02,12/10/02,62,33,5,5,,,1004,,
NBC-Wall Street Journal,5,107,2003,01/20/03,01/22/03,54,40,6,6,,,1004,,
NBC-Wall Street Journal,5,109,2003,02/05/03,02/05/03,61,31,,8,,,,0,0
NBC-Wall Street Journal,5,115,2003,03/17/03,03/17/03,62,33,,5,,,,0,0
NBC-Wall Street Journal,5,115,2003,03/23/03,03/23/03,67,28,,5,,,,0,0
NBC-Wall Street Journal,5,117,2003,03/30/03,03/31/03,66,29,5,5,,,1004,,
NBC-Wall Street Journal,5,119,2003,04/13/03,04/14/03,71,23,6,6,,,1004,,
NBC-Wall Street Journal,5,124,2003,05/18/03,05/20/03,62,31,7,7,,,1004,,
NBC-Wall Street Journal,5,134,2003,07/27/03,07/29/03,56,38,6,6,,,1004,,
NBC-Wall Street Journal,5,142,2003,09/21/03,09/23/03,49,45,6,6,,,1004,,
NBC-Wall Street Journal,5,149,2003,11/09/03,11/11/03,51,44,5,5,,,1004,,
NBC-Wall Street Journal,5,153,2003,12/13/03,12/13/03,52,41,,7,,,,0,0
NBC-Wall Street Journal,5,153,2003,12/14/03,12/14/03,58,34,,9,,,,0,0
NBC-Wall Street Journal,5,158,2004,01/11/04,01/13/04,54,41,6,6,,,1004,,
NBC-Wall Street Journal,5,166,2004,03/07/04,03/09/04,50,46,4,4,,,1004,,
NBC-Wall Street Journal,5,174,2004,05/02/04,05/04/04,47,46,7,7,,,1004,,
NBC-Wall Street Journal,5,180,2004,06/26/04,06/29/04,45,49,6,6,,,1004,,
NBC-Wall Street Journal,5,185,2004,07/20/04,07/22/04,48,46,6,6,,,1004,,
NBC-Wall Street Journal,5,190,2004,08/24/04,08/26/04,47,48,5,5,,,1004,,
NBC-Wall Street Journal,5,193,2004,09/18/04,09/20/04,47,48,5,5,,,1004,,
NBC-Wall Street Journal,5,197,2004,10/16/04,10/18/04,49,47,,4,,,,0,1
NBC-Wall Street Journal,5,198,2004,10/17/04,10/19/04,49,47,4,4,,,1004,,
NBC-Wall Street Journal,5,199,2004,10/30/04,11/01/04,49,48,3,3,,,1004,,
NBC-Wall Street Journal,5,205,2004,12/10/04,12/14/04,49,44,7,7,,,1004,,
NBC-Wall Street Journal,5,210,2005,01/14/05,01/18/05,50,44,6,6,,,1004,,
NBC-Wall Street Journal,5,214,2005,02/11/05,02/15/05,50,45,5,5,,,1004,,
NBC-Wall Street Journal,5,221,2005,04/01/05,04/04/05,48,46,6,6,,,1004,,
NBC-Wall Street Journal,5,227,2005,05/13/05,05/17/05,47,47,6,6,,,1004,,
NBC-Wall Street Journal,5,235,2005,07/09/05,07/12/05,46,49,5,5,,,1004,,
NBC-Wall Street Journal,5,244,2005,09/10/05,09/13/05,40,55,5,5,,,1004,,
NBC-Wall Street Journal,5,249,2005,10/09/05,10/11/05,39,54,7,7,,,1004,,
NBC-Wall Street Journal,5,252,2005,11/05/05,11/08/05,38,57,5,5,,,1003,,
NBC-Wall Street Journal,5,257,2005,12/06/05,12/10/05,39,55,6,6,,,1006,,
NBC-Wall Street Journal,5,264,2006,01/27/06,01/30/06,39,54,7,7,,,1106,,
NBC-Wall Street Journal,5,270,2006,03/11/06,03/14/06,37,58,5,5,,,1005,,
NBC-Wall Street Journal,5,276,2006,04/22/06,04/27/06,36,57,7,7,,,1005,,
NBC-Wall Street Journal,5,283,2006,06/10/06,06/13/06,37,58,5,5,,,1002,,
NBC-Wall Street Journal,5,289,2006,07/22/06,07/25/06,39,56,5,5,,,1010,,
NBC-Wall Street Journal,5,296,2006,09/09/06,09/12/06,42,53,5,5,,,1009,,
NBC-Wall Street Journal,5,300,2006,10/01/06,10/03/06,39,56,5,5,,,1007,,
NBC-Wall Street Journal,5,301,2006,10/13/06,10/16/06,38,57,,5,,,,0,1
NBC-Wall Street Journal,5,301,2006,10/14/06,10/17/06,38,57,5,5,,,1006,,
NBC-Wall Street Journal,5,303,2006,10/27/06,10/31/06,39,57,4,4,,,1010,,
NBC-Wall Street Journal,5,303,2006,10/28/06,10/30/06,39,57,,4,,,,0,1
NBC-Wall Street Journal,5,309,2006,12/08/06,12/11/06,34,61,,5,,,,0,0
NBC-Wall Street Journal,5,315,2007,01/17/07,01/20/07,35,60,,5,,,,0,0
NBC-Wall Street Journal,5,321,2007,03/02/07,03/05/07,35,60,,5,,,,0,0
NBC-Wall Street Journal,5,328,2007,04/20/07,04/23/07,35,60,,5,,,,0,0
NBC-Wall Street Journal,5,335,2007,06/08/07,06/11/07,29,66,,5,,,,0,0
NBC-Wall Street Journal,5,342,2007,07/27/07,07/30/07,31,63,,6,,,,0,0
NBC-Wall Street Journal,5,348,2007,09/07/07,09/10/07,33,61,,6,,,,0,0
NBC-Wall Street Journal,5,356,2007,11/01/07,11/05/07,31,63,,6,,,,0,0
NBC-Wall Street Journal,5,362,2007,12/14/07,12/17/07,34,60,,6,,,,0,0
NBC-Wall Street Journal,5,367,2008,01/20/08,01/22/08,31,63,,6,,,,0,0
NBC-Wall Street Journal,5,374,2008,03/07/08,03/10/08,32,63,,5,,,,0,1
NBC-Wall Street Journal,5,381,2008,04/25/08,04/28/08,27,66,,7,,,,0,1
NBC-Wall Street Journal,5,387,2008,06/06/08,06/09/08,28,66,,6,,,,0,1
NBC-Wall Street Journal,5,393,2008,07/18/08,07/21/08,30,64,,6,,,,0,1
NBC-Wall Street Journal,5,397,2008,08/15/08,08/18/08,31,64,,5,,,,0,1
NBC-Wall Street Journal,5,400,2008,09/06/08,09/08/08,34,61,,5,,,,0,1
NBC-Wall Street Journal,5,402,2008,09/19/08,09/22/08,30,65,,5,,,,0,1
NBC-Wall Street Journal,5,404,2008,10/04/08,10/05/08,29,66,,5,,,,0,1
Pew Research Center,6,6,2001,02/15/01,02/20/01,53,21,26,26,,,1503,,
Pew Research Center,6,15,2001,04/19/01,04/23/01,56,27,17,17,,,1503,,
Pew Research Center,6,19,2001,05/16/01,05/21/01,53,32,15,15,,,1503,,
Pew Research Center,6,23,2001,06/14/01,06/18/01,50,33,17,17,,,1503,,
Pew Research Center,6,26,2001,07/03/01,07/13/01,51,32,17,17,,,1503,,
Pew Research Center,6,28,2001,07/19/01,07/23/01,52,27,21,21,,,1503,,
Pew Research Center,6,30,2001,08/03/01,08/09/01,50,32,18,18,,,1503,,
Pew Research Center,6,33,2001,08/22/01,09/06/01,51,34,15,15,,,1503,,
Pew Research Center,6,36,2001,09/14/01,09/18/01,80,9,11,11,,,1503,,
Pew Research Center,6,37,2001,09/22/01,09/26/01,86,7,7,7,,,1503,,
Pew Research Center,6,39,2001,10/02/01,10/04/01,84,8,8,8,,,1503,,
Pew Research Center,6,45,2001,11/14/01,11/20/01,84,9,7,7,,,1503,,
Pew Research Center,6,53,2002,01/10/02,01/14/02,80,11,9,9,,,1503,,
Pew Research Center,6,58,2002,02/13/02,02/19/02,78,13,9,9,,,1503,,
Pew Research Center,6,64,2002,04/04/02,04/09/02,74,16,10,10,,,1503,,
Pew Research Center,6,75,2002,06/20/02,06/24/02,70,20,10,10,,,1503,,
Pew Research Center,6,78,2002,07/09/02,07/17/02,67,21,12,12,,,1503,,
Pew Research Center,6,80,2002,07/23/02,07/29/02,65,25,10,10,,,1503,,
Pew Research Center,6,83,2002,08/15/02,08/26/02,60,27,13,13,,,1503,,
Pew Research Center,6,86,2002,09/06/02,09/11/02,63,26,11,11,,,1503,,
Pew Research Center,6,87,2002,09/13/02,09/17/02,67,22,11,11,,,1503,,
Pew Research Center,6,90,2002,10/03/02,10/07/02,61,30,9,9,,,1503,,
Pew Research Center,6,92,2002,10/18/02,10/28/02,59,29,12,12,,,1503,,
Pew Research Center,6,100,2002,12/05/02,12/09/02,61,28,11,11,,,1503,,
Pew Research Center,6,105,2003,01/09/03,01/13/03,58,32,10,10,,,1503,,
Pew Research Center,6,110,2003,02/13/03,02/19/03,54,36,10,10,,,1503,,
Pew Research Center,6,114,2003,03/14/03,03/17/03,55,34,11,11,,,1503,,
Pew Research Center,6,115,2003,03/21/03,03/25/03,67,26,7,7,,,1503,,
Pew Research Center,6,116,2003,03/26/03,03/28/03,70,24,6,6,,,1503,,
Pew Research Center,6,116,2003,03/29/03,04/02/03,71,23,6,6,,,1503,,
Pew Research Center,6,117,2003,04/03/03,04/08/03,69,25,6,6,,,1503,,
Pew Research Center,6,118,2003,04/09/03,04/09/03,74,20,,6,,,,0,0
Pew Research Center,6,118,2003,04/11/03,04/17/03,72,22,6,6,,,1503,,
Pew Research Center,6,121,2003,05/01/03,05/05/03,65,27,8,8,,,1503,,
Pew Research Center,6,128,2003,06/20/03,07/03/03,60,29,11,11,,,1503,,
Pew Research Center,6,129,2003,06/25/03,07/09/03,58,32,10,10,,,1503,,
Pew Research Center,6,132,2003,07/15/03,08/06/03,53,37,10,10,,,1503,,
Pew Research Center,6,135,2003,08/06/03,08/12/03,56,32,12,12,,,1503,,
Pew Research Center,6,141,2003,09/18/03,09/23/03,55,36,9,9,,,1503,,
Pew Research Center,6,145,2003,10/16/03,10/20/03,50,42,8,8,,,1503,,
Pew Research Center,6,148,2003,11/03/03,11/03/03,50,40,,10,,,,0,0
Pew Research Center,6,154,2003,12/16/03,12/18/03,57,34,9,9,,,1503,,
Pew Research Center,6,157,2004,01/07/04,01/12/04,56,34,10,10,,,1503,,
Pew Research Center,6,162,2004,02/12/04,02/17/04,48,44,8,8,,,1503,,
Pew Research Center,6,167,2004,03/18/04,03/22/04,46,47,7,7,,,1503,,
Pew Research Center,6,168,2004,03/23/04,03/29/04,47,44,9,9,,,1503,,
Pew Research Center,6,169,2004,04/02/04,04/05/04,43,47,10,10,,,1503,,
Pew Research Center,6,172,2004,04/22/04,04/26/04,48,43,9,9,,,1503,,
Pew Research Center,6,174,2004,05/04/04,05/10/04,44,48,8,8,,,1503,,
Pew Research Center,6,178,2004,06/04/04,06/14/04,48,43,9,9,,,1503,,
Pew Research Center,6,183,2004,07/09/04,07/19/04,46,46,8,8,,,1503,,
Pew Research Center,6,187,2004,08/06/04,08/11/04,46,45,9,9,,,1503,,
Pew Research Center,6,197,2004,10/16/04,10/20/04,44,48,8,8,,,1503,,
Pew Research Center,6,204,2004,12/02/04,12/17/04,48,44,8,8,,,1503,,
Pew Research Center,6,154,2004,12/20/04,01/05/05,58,35,7,7,,,1503,,
Pew Research Center,6,209,2005,01/06/05,01/10/05,50,43,7,7,,,1503,,
Pew Research Center,6,215,2005,02/17/05,02/22/05,46,47,7,7,,,1503,,
Pew Research Center,6,219,2005,03/18/05,03/22/05,45,46,9,9,,,1503,,
Pew Research Center,6,227,2005,05/12/05,05/16/05,43,50,7,7,,,1503,,
Pew Research Center,6,231,2005,06/09/05,06/13/05,42,49,10,10,,,1503,,
Pew Research Center,6,235,2005,07/08/05,07/11/05,47,46,7,7,,,1503,,
Pew Research Center,6,236,2005,07/14/05,07/18/05,44,48,8,8,,,1503,,
Pew Research Center,6,244,2005,09/07/05,09/08/05,40,52,8,8,,,1503,,
Pew Research Center,6,244,2005,09/09/05,09/12/05,40,52,8,8,,,1503,,
Pew Research Center,6,248,2005,10/07/05,10/11/05,38,56,6,6,,,1503,,
Pew Research Center,6,249,2005,10/13/05,10/25/05,40,52,8,8,,,1503,,
Pew Research Center,6,253,2005,11/04/05,11/07/05,36,55,9,9,,,1503,,
Pew Research Center,6,257,2005,12/08/05,12/12/05,38,54,8,8,,,1503,,
Pew Research Center,6,261,2006,01/05/06,01/09/06,38,54,8,8,,,1503,,
Pew Research Center,6,265,2006,02/02/06,02/06/06,40,52,8,0,,,1502,,
Pew Research Center,6,270,2006,03/09/06,03/13/06,33,57,10,10,,,1405,,
Pew Research Center,6,274,2006,04/08/06,04/17/06,35,55,10,10,,,1501,,
Pew Research Center,6,279,2006,04/28/06,05/23/06,33,56,11,11,,,3024,,
Pew Research Center,6,284,2006,06/15/06,06/20/06,36,54,10,10,,,1501,,
Pew Research Center,6,288,2006,07/07/06,07/20/06,36,57,7,7,,,2003,,
Pew Research Center,6,292,2006,08/10/06,08/14/06,37,54,9,9,,,1506,,
Pew Research Center,6,296,2006,09/07/06,09/11/06,37,53,10,10,,,1507,,
Pew Research Center,6,299,2006,09/22/06,10/05/06,37,53,10,10,,,2000,,
Pew Research Center,6,302,2006,10/18/06,10/23/06,38,53,9,9,,,2006,,
Pew Research Center,6,304,2006,11/02/06,11/05/06,41,53,6,6,,,2912,,
Pew Research Center,6,305,2006,11/10/06,11/13/06,32,58,10,10,,,,,
Pew Research Center,6,309,2006,12/06/06,12/10/06,32,57,,11,,,,0,0
Pew Research Center,6,314,2007,01/10/07,01/15/07,33,59,,8,,,,0,0
Pew Research Center,6,318,2007,02/07/07,02/11/07,33,56,,11,,,,0,0
Pew Research Center,6,324,2007,03/21/07,03/25/07,33,58,,9,,,,0,0
Pew Research Center,6,328,2007,04/18/07,04/22/07,35,57,,8,,,,0,0
Pew Research Center,6,334,2007,05/30/07,06/03/07,29,61,,10,,,,0,0
Pew Research Center,6,342,2007,07/25/07,07/29/07,29,61,,10,,,,0,0
Pew Research Center,6,343,2007,08/01/07,08/18/07,31,59,,10,,,,0,0
Pew Research Center,6,349,2007,09/12/07,09/16/07,31,59,,10,,,,0,0
Pew Research Center,6,354,2007,10/17/07,10/23/07,30,63,,7,,,,0,0
Pew Research Center,6,359,2007,11/20/07,11/26/07,30,59,,11,,,,0,0
Pew Research Center,6,361,2007,12/07/07,12/07/07,31,60,,9,,,,0,0
Pew Research Center,6,366,2008,01/09/08,01/13/08,31,59,,10,,,,0,0
Pew Research Center,6,369,2008,01/30/08,02/02/08,31,62,,7,,,,0,0
Pew Research Center,6,372,2008,02/20/08,02/24/08,33,59,,8,,,,0,0
Pew Research Center,6,376,2008,03/19/08,03/22/08,28,63,,9,,,,0,0
Pew Research Center,6,381,2008,04/23/08,04/27/08,27,65,,8,,,,0,0
Pew Research Center,6,394,2008,07/23/08,#VALUE!,27,68,,5,,,,0,0
ABC-Washington Post,7,7,2001,02/22/01,02/26/01,55,23,22,22,,,1102,,
ABC-Washington Post,7,8,2001,02/27/01,03/02/01,54,19,,,,27,1200,0,0
ABC-Washington Post,7,8,2001,03/03/01,03/05/01,62,18,,20,,,,0,0
ABC-Washington Post,7,11,2001,03/23/01,03/26/01,58,33,8,8,,,1102,,
ABC-Washington Post,7,13,2001,04/03/01,04/08/01,56,26,,,,18,1205,0,0
ABC-Washington Post,7,15,2001,04/20/01,04/23/01,63,32,5,5,,,1102,,
ABC-Washington Post,7,15,2001,04/21/01,04/26/01,57,33,,10,,,,0,0
ABC-Washington Post,7,21,2001,05/29/01,06/03/01,54,31,,,,15,1208,0,0
ABC-Washington Post,7,21,2001,06/01/01,06/04/01,55,40,6,6,,,1102,,
ABC-Washington Post,7,29,2001,07/27/01,07/31/01,59,38,3,3,,,1102,,
ABC-Washington Post,7,30,2001,07/31/01,08/05/01,55,30,,,,15,1206,0,0
ABC-Washington Post,7,35,2001,09/07/01,09/10/01,55,41,3,3,,,1102,,
ABC-Washington Post,7,36,2001,09/13/01,09/13/01,86,12,,2,,,,0,0
ABC-Washington Post,7,37,2001,09/18/01,09/23/01,83,7,,,,10,1200,0,0
ABC-Washington Post,7,38,2001,09/26/01,09/28/01,90,6,4,4,,,1102,,
ABC-Washington Post,7,40,2001,10/09/01,10/10/01,92,6,1,1,,,1102,,
ABC-Washington Post,7,43,2001,10/30/01,11/04/01,81,12,,,,7,1200,0,0
ABC-Washington Post,7,44,2001,11/06/01,11/07/01,89,9,2,2,,,1102,,
ABC-Washington Post,7,44,2001,11/10/01,11/13/01,86,10,,4,,,,0,0
ABC-Washington Post,7,47,2001,11/27/01,11/27/01,89,9,,1,,,,0,0
ABC-Washington Post,7,48,2001,12/04/01,12/09/01,81,11,,,,8,1200,0,0
ABC-Washington Post,7,50,2001,12/19/01,12/20/01,86,12,2,2,,,1102,,
ABC-Washington Post,7,53,2002,01/08/02,01/13/02,79,12,,,,9,1201,0,0
ABC-Washington Post,7,55,2002,01/25/02,01/28/02,83,14,3,3,,,1102,,
ABC-Washington Post,7,56,2002,01/31/02,02/03/02,80,15,,5,,,,0,0
ABC-Washington Post,7,60,2002,03/08/02,03/11/02,82,16,2,2,,,1102,,
ABC-Washington Post,7,62,2002,03/12/02,03/17/02,74,17,,,,8,1203,0,0
ABC-Washington Post,7,63,2002,03/26/02,03/29/02,79,18,3,3,,,1102,,
ABC-Washington Post,7,66,2002,04/19/02,04/22/02,78,20,2,2,,,1102,,
ABC-Washington Post,7,69,2002,04/30/02,05/05/02,69,22,,,,9,1200,0,0
ABC-Washington Post,7,71,2002,05/19/02,05/20/02,76,22,3,3,,,1102,,
ABC-Washington Post,7,73,2002,06/08/02,06/10/02,77,20,3,3,,,1102,,
ABC-Washington Post,7,75,2002,06/11/02,06/16/02,68,23,,,,9,1201,0,0
ABC-Washington Post,7,75,2002,06/17/02,06/18/02,74,22,4,4,,,1102,,
ABC-Washington Post,7,78,2002,07/12/02,07/16/02,72,25,2,2,,,1102,,
ABC-Washington Post,7,80,2002,07/25/02,07/29/02,69,28,3,3,,,1102,,
ABC-Washington Post,7,85,2002,08/22/02,08/25/02,68,27,,5,,,,0,0
ABC-Washington Post,7,86,2002,09/04/02,09/07/02,69,28,3,3,,,1102,,
ABC-Washington Post,7,86,2002,09/06/02,09/09/02,71,27,3,3,,,1102,,
ABC-Washington Post,7,89,2002,09/24/02,09/27/02,67,30,3,3,,,1102,,
ABC-Washington Post,7,93,2002,10/25/02,10/28/02,67,29,4,4,,,1102,,
ABC-Washington Post,7,94,2002,11/01/02,11/04/02,67,32,1,1,,,1102,,
ABC-Washington Post,7,100,2002,12/03/02,#VALUE!,66,32,2,2,,,1102,,
ABC-Washington Post,7,101,2002,12/12/02,12/15/02,63,33,,4,,,,0,0
ABC-Washington Post,7,106,2003,01/17/03,01/21/03,59,38,2,2,,,1102,,
ABC-Washington Post,7,108,2003,01/27/03,01/27/03,59,37,,4,,,,0,0
ABC-Washington Post,7,108,2003,01/28/03,01/28/03,62,36,,2,,,,0,0
ABC-Washington Post,7,108,2003,01/31/03,02/02/03,62,34,4,4,,,1102,,
ABC-Washington Post,7,109,2003,02/07/03,02/10/03,64,34,3,3,,,1102,,
ABC-Washington Post,7,111,2003,02/20/03,02/24/03,60,34,6,6,,,1102,,
ABC-Washington Post,7,112,2003,02/27/03,03/03/03,62,35,4,4,,,1102,,
ABC-Washington Post,7,115,2003,03/20/03,03/20/03,67,28,,5,,,,0,0
ABC-Washington Post,7,115,2003,03/23/03,03/23/03,68,27,,4,,,,0,0
ABC-Washington Post,7,117,2003,04/02/03,04/03/03,68,28,,4,,,,0,0
ABC-Washington Post,7,117,2003,04/03/03,04/03/03,71,25,,4,,,,0,0
ABC-Washington Post,7,118,2003,04/09/03,04/09/03,77,20,,4,,,,0,0
ABC-Washington Post,7,119,2003,04/16/03,04/16/03,74,23,,3,,,,0,0
ABC-Washington Post,7,121,2003,04/28/03,05/01/03,71,26,3,3,,,1102,,
ABC-Washington Post,7,128,2003,06/19/03,06/23/03,68,29,4,4,,,1102,,
ABC-Washington Post,7,131,2003,07/10/03,07/11/03,59,38,3,3,,,1102,,
ABC-Washington Post,7,135,2003,08/08/03,08/12/03,59,37,4,4,,,1102,,
ABC-Washington Post,7,139,2003,09/05/03,09/08/03,56,41,4,4,,,1102,,
ABC-Washington Post,7,140,2003,09/11/03,09/14/03,58,40,2,2,,,1102,,
ABC-Washington Post,7,143,2003,09/30/03,09/30/03,54,44,,2,,,,0,0
ABC-Washington Post,7,144,2003,10/10/03,10/14/03,53,43,4,4,,,1102,,
ABC-Washington Post,7,147,2003,10/27/03,10/30/03,56,42,2,2,,,1102,,
ABC-Washington Post,7,149,2003,11/13/03,11/17/03,57,39,4,4,,,1102,,
ABC-Washington Post,7,149,2003,11/15/03,11/18/03,54,41,,5,,,,0,0
ABC-Washington Post,7,152,2003,12/02/03,12/02/03,66,32,,2,,,,0,0
ABC-Washington Post,7,152,2003,12/04/03,12/08/03,53,40,7,7,,,1102,,
ABC-Washington Post,7,153,2003,12/14/03,12/14/03,57,39,,5,,,,0,0
ABC-Washington Post,7,154,2003,12/19/03,12/22/03,59,38,3,3,,,1102,,
ABC-Washington Post,7,158,2004,01/16/04,01/19/04,58,40,2,2,,,1102,,
ABC-Washington Post,7,162,2004,02/11/04,02/12/04,50,47,2,2,,,1102,,
ABC-Washington Post,7,165,2004,03/05/04,03/08/04,50,48,2,2,,,1102,,
ABC-Washington Post,7,168,2004,03/27/04,03/30/04,51,44,,5,,,,0,0
ABC-Washington Post,7,171,2004,04/16/04,04/19/04,51,47,1,1,,,1102,,
ABC-Washington Post,7,176,2004,05/21/04,05/24/04,47,50,3,3,,,1102,,
ABC-Washington Post,7,178,2004,06/05/04,06/08/04,51,47,,2,,,,0,1
ABC-Washington Post,7,180,2004,06/18/04,06/21/04,47,51,1,1,,,1102,,
ABC-Washington Post,7,183,2004,07/09/04,07/12/04,48,50,2,2,,,1102,,
ABC-Washington Post,7,184,2004,07/17/04,07/21/04,51,48,,1,,,,0,1
ABC-Washington Post,7,185,2004,07/23/04,07/26/04,50,47,3,3,,,1102,,
ABC-Washington Post,7,186,2004,07/31/04,08/02/04,47,49,5,5,,,1102,,
ABC-Washington Post,7,189,2004,08/21/04,08/24/04,52,47,,1,,,,0,1
ABC-Washington Post,7,190,2004,08/27/04,08/30/04,50,47,3,3,,,1102,,
ABC-Washington Post,7,192,2004,09/07/04,09/09/04,52,43,5,5,,,1102,,
ABC-Washington Post,7,194,2004,09/24/04,09/27/04,50,45,5,5,,,1102,,
ABC-Washington Post,7,194,2004,09/25/04,09/28/04,52,47,,1,,,,1,0
ABC-Washington Post,7,198,2004,10/18/04,10/21/04,50,46,4,4,,,1102,,
ABC-Washington Post,7,198,2004,10/21/04,10/24/04,49,49,,2,,,,1,0
ABC-Washington Post,7,206,2004,12/17/04,12/20/04,48,49,2,2,,,1102,,
ABC-Washington Post,7,210,2005,01/13/05,01/17/05,52,46,2,2,,,1102,,
ABC-Washington Post,7,210,2005,01/15/05,01/17/05,50,47,,3,,,,0,0
ABC-Washington Post,7,212,2005,01/27/05,02/01/05,50,45,5,5,,,1102,,
ABC-Washington Post,7,218,2005,03/11/05,03/14/05,50,48,3,3,,,1102,,
ABC-Washington Post,7,224,2005,04/22/05,04/25/05,47,50,3,3,,,1102,,
ABC-Washington Post,7,230,2005,06/03/05,06/06/05,48,52,1,1,,,1102,,
ABC-Washington Post,7,233,2005,06/24/05,06/27/05,48,51,1,1,,,1102,,
ABC-Washington Post,7,242,2005,08/26/05,08/29/05,45,53,2,2,,,1102,,
ABC-Washington Post,7,244,2005,09/09/05,09/12/05,42,57,1,1,,,1102,,
ABC-Washington Post,7,241,2005,10/29/05,10/30/05,39,58,3,3,,,1102,,
ABC-Washington Post,7,252,2005,10/31/05,11/03/05,39,60,1,1,,,1202,,
